step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
301,CASH_OUT,413744.1,C871988222,0.0,0.0,C800959248,2583714.16,2997458.25,0,0
38,CASH_OUT,364183.38,C156584813,0.0,0.0,C2107037250,1689296.71,2053480.1,0,0
308,PAYMENT,12087.75,C1545073079,0.0,0.0,M1221603763,0.0,0.0,0,0
119,CASH_OUT,10026.44,C1811963546,121.0,0.0,C1742587360,248033.0,258059.43,0,0
362,PAYMENT,4484.79,C169618473,9186.0,4701.21,M704767002,0.0,0.0,0,0
274,CASH_OUT,24199.6,C524503079,19980.0,0.0,C1203500111,0.0,24199.6,0,0
401,PAYMENT,6764.02,C2077617122,0.0,0.0,M434268197,0.0,0.0,0,0
378,PAYMENT,16340.52,C760616561,0.0,0.0,M461843473,0.0,0.0,0,0
500,PAYMENT,12078.73,C1442908596,570401.42,558322.69,M1070571508,0.0,0.0,0,0
355,CASH_IN,287032.78,C2032609863,21985.0,309017.78,C631160831,238102.61,0.0,0,0
159,PAYMENT,12892.45,C89333875,11279.0,0.0,M1400156280,0.0,0.0,0,0
373,TRANSFER,186376.55,C1305364129,0.0,0.0,C1654480034,351341.73,537718.27,0,0
276,CASH_OUT,106055.32,C1586018171,26489.0,0.0,C436398889,0.0,106055.32,0,0
13,CASH_IN,107752.21,C1724436014,5412383.66,5520135.87,C1088311753,192770.69,85018.48,0,0
132,CASH_OUT,521385.54,C1743024374,698499.0,177113.46,C932962100,0.0,521385.54,0,0
139,CASH_IN,245207.33,C54317110,162365.0,407572.33,C656990981,1667435.03,2506697.58,0,0
132,CASH_OUT,197749.83,C796434186,0.0,0.0,C1119564849,1911456.55,2109206.38,0,0
525,PAYMENT,16916.14,C2082038730,128660.0,111743.86,M1873356999,0.0,0.0,0,0
162,PAYMENT,2298.16,C1912580372,15691.0,13392.84,M899866846,0.0,0.0,0,0
35,PAYMENT,21994.54,C2012582633,117.0,0.0,M151459533,0.0,0.0,0,0
324,CASH_OUT,73932.2,C450653109,0.0,0.0,C721934969,274526.87,348459.08,0,0
303,PAYMENT,25328.56,C1950981744,0.0,0.0,M713517892,0.0,0.0,0,0
522,PAYMENT,14081.34,C979477146,0.0,0.0,M1330093751,0.0,0.0,0,0
280,PAYMENT,12851.25,C1856157453,252.0,0.0,M1632758126,0.0,0.0,0,0
183,CASH_IN,8972.33,C1861783216,3879943.07,3888915.39,C2073513977,400786.74,391814.41,0,0
94,PAYMENT,1882.76,C455294959,5501.0,3618.24,M1765907468,0.0,0.0,0,0
254,CASH_OUT,227035.15,C57085112,36057.0,0.0,C125513262,577383.9,804419.06,0,0
183,CASH_OUT,642083.96,C1100380709,2048.0,0.0,C1876121310,784998.35,1427082.32,0,0
209,PAYMENT,6348.97,C534040479,0.0,0.0,M2110881762,0.0,0.0,0,0
154,CASH_OUT,174852.16,C1067672363,29733.0,0.0,C1357959644,0.0,174852.16,0,0
251,CASH_IN,180318.35,C815016106,8785464.91,8965783.26,C979592563,201899.76,21581.41,0,0
16,CASH_IN,263797.75,C940963517,1137100.42,1400898.16,C760622971,1654478.27,2103718.99,0,0
255,CASH_OUT,293391.4,C1149319451,17678.5,0.0,C1007190943,392274.7,685666.1,0,0
297,CASH_OUT,82889.48,C33922883,82522.0,0.0,C796629796,421132.74,504022.21,0,0
327,CASH_IN,18542.67,C989397658,12392.0,30934.67,C563994199,0.0,0.0,0,0
276,CASH_OUT,155841.66,C157148833,159173.0,3331.34,C576000686,0.0,155841.66,0,0
231,PAYMENT,4316.4,C1123164146,6773.0,2456.6,M828955638,0.0,0.0,0,0
690,CASH_IN,331956.5,C1568895853,527.0,332483.5,C1879104920,238.4,0.0,0,0
163,TRANSFER,1000391.33,C908866498,0.0,0.0,C167373608,1933171.67,2933563.0,0,0
275,PAYMENT,17702.82,C1049058687,0.0,0.0,M431241187,0.0,0.0,0,0
184,CASH_IN,360540.4,C1801370208,9121562.87,9482103.26,C1822620288,1288483.09,927942.69,0,0
154,CASH_OUT,228636.43,C2041675270,29939.0,0.0,C872485269,4652898.01,4881534.44,0,0
372,CASH_IN,232488.22,C499917129,489.0,232977.22,C904959838,0.0,0.0,0,0
165,TRANSFER,1068295.94,C1736873557,0.0,0.0,C1412246105,1797208.19,2865504.13,0,0
10,CASH_IN,94110.22,C1998606641,5665.21,99775.43,C585017276,10525.0,0.0,0,0
181,PAYMENT,8476.39,C1577088507,389744.64,381268.26,M388851892,0.0,0.0,0,0
331,PAYMENT,34898.88,C170155967,0.0,0.0,M106973860,0.0,0.0,0,0
257,CASH_IN,77364.56,C196521592,5885249.69,5962614.26,C864830599,88524.03,11159.46,0,0
370,CASH_OUT,7573.09,C1433584173,19220.0,11646.91,C558560450,3298041.04,3305614.13,0,0
404,PAYMENT,17067.44,C1074807101,154145.48,137078.04,M1640968013,0.0,0.0,0,0
687,CASH_OUT,9725.66,C566084726,11465.0,1739.34,C80569329,305291.78,315017.45,0,0
141,CASH_IN,72461.08,C354163814,4193927.95,4266389.04,C692592052,391115.44,318654.36,0,0
375,CASH_OUT,174585.68,C652226718,0.0,0.0,C1487827995,1357449.34,1532035.02,0,0
212,CASH_OUT,81060.75,C939344392,323042.0,241981.25,C1114390716,0.0,81060.75,0,0
278,CASH_OUT,240778.76,C1362651451,0.0,0.0,C1014446010,2895523.26,2706918.94,0,0
304,PAYMENT,5267.89,C511310738,0.0,0.0,M1544481616,0.0,0.0,0,0
43,CASH_IN,28742.14,C21385869,35318.0,64060.14,C1077716990,822360.03,793617.89,0,0
352,TRANSFER,1036349.03,C179261030,0.0,0.0,C2123917300,3454799.63,4491148.66,0,0
162,CASH_IN,299673.9,C1863624332,3099198.82,3398872.72,C1041891444,1361631.7,1061957.8,0,0
396,CASH_OUT,261635.18,C793522876,373626.28,111991.1,C1904462437,0.0,261635.18,0,0
37,CASH_OUT,29683.76,C1315542907,44714.0,15030.24,C1884550435,1924237.87,1953921.63,0,0
129,CASH_OUT,266789.91,C1972853235,168961.0,0.0,C769901940,0.0,480895.88,0,0
305,PAYMENT,9259.0,C844165747,105341.84,96082.84,M1645705140,0.0,0.0,0,0
253,PAYMENT,5365.65,C896141658,0.0,0.0,M1013880379,0.0,0.0,0,0
280,CASH_OUT,77861.66,C1187152025,39858.0,0.0,C892147692,0.0,77861.66,0,0
403,TRANSFER,829647.53,C693286600,0.0,0.0,C523198145,4422034.18,5251681.72,0,0
253,CASH_OUT,41300.4,C1441580798,0.0,0.0,C448210578,2475501.35,2516801.75,0,0
186,CASH_IN,56490.39,C1221861274,8651843.81,8708334.19,C2051512830,1132681.61,899050.88,0,0
182,PAYMENT,15253.98,C293686124,20759.0,5505.02,M262183681,0.0,0.0,0,0
353,PAYMENT,9843.07,C1739116550,841111.0,831267.93,M1421922513,0.0,0.0,0,0
379,CASH_OUT,217843.21,C1270308674,0.0,0.0,C1138305560,822273.2,1040116.4,0,0
374,PAYMENT,13602.48,C624447998,11233.0,0.0,M1283222459,0.0,0.0,0,0
302,CASH_OUT,280576.37,C1751973149,0.0,0.0,C236252597,1190962.99,1471539.36,0,0
353,PAYMENT,2679.53,C2021056608,40106.0,37426.47,M1627449363,0.0,0.0,0,0
545,PAYMENT,2116.01,C338113580,10719.0,8602.99,M4334837,0.0,0.0,0,0
307,CASH_IN,445959.61,C175566207,8038155.39,8484115.0,C375709712,3255004.73,2809045.12,0,0
257,PAYMENT,19022.46,C1368417211,72489.0,53466.54,M911033699,0.0,0.0,0,0
353,PAYMENT,1745.85,C506649641,56209.38,54463.53,M1142959090,0.0,0.0,0,0
274,CASH_OUT,53861.45,C383898477,159332.88,105471.43,C709105604,35695.21,89556.66,0,0
348,PAYMENT,32900.1,C772127267,0.0,0.0,M1617409674,0.0,0.0,0,0
14,CASH_OUT,136503.54,C1844945492,29826.0,0.0,C1807829358,146205.74,282709.28,0,0
154,CASH_OUT,146540.7,C992284525,22097.0,0.0,C1893398529,30721.81,177262.51,0,0
143,TRANSFER,1144370.51,C1482837994,0.0,0.0,C576209911,1731949.33,2876319.85,0,0
333,PAYMENT,6983.84,C1653390042,20551.0,13567.16,M907270966,0.0,0.0,0,0
400,TRANSFER,654673.42,C698965933,149928.0,0.0,C1782180036,1408203.63,2062877.05,0,0
39,TRANSFER,7687.61,C351618713,87573.49,79885.87,C727708879,5576656.87,5584344.48,0,0
213,TRANSFER,468751.02,C560082855,0.0,0.0,C798696622,5226631.63,5695382.65,0,0
356,PAYMENT,14402.31,C375641610,0.0,0.0,M1288029453,0.0,0.0,0,0
161,PAYMENT,4833.37,C1458451644,0.0,0.0,M1880737374,0.0,0.0,0,0
328,PAYMENT,39983.37,C323112514,884835.23,844851.86,M2063909824,0.0,0.0,0,0
159,CASH_IN,1484.65,C796643495,746953.2,748437.86,C974280888,1337325.37,1335840.71,0,0
280,PAYMENT,3394.77,C1126801647,12761.0,9366.23,M727464750,0.0,0.0,0,0
253,CASH_OUT,72340.01,C1958066624,21729.0,0.0,C1672759116,0.0,72340.01,0,0
22,PAYMENT,15605.98,C503019185,110300.06,94694.09,M2039480289,0.0,0.0,0,0
567,CASH_OUT,321253.66,C1536294802,0.0,0.0,C1029249771,364252.32,685505.98,0,0
162,CASH_OUT,21666.38,C235798341,0.0,0.0,C993080887,1705399.3,1727065.69,0,0
184,PAYMENT,16784.04,C504338466,107309.0,90524.96,M31558907,0.0,0.0,0,0
34,CASH_OUT,71157.94,C1107630223,0.0,0.0,C1025530795,2937042.4,3008200.34,0,0
354,PAYMENT,6495.56,C178714088,0.0,0.0,M468413680,0.0,0.0,0,0
398,PAYMENT,21276.72,C1198454925,1212.0,0.0,M1323372225,0.0,0.0,0,0
401,CASH_OUT,177897.01,C159815398,0.0,0.0,C1238229159,2934270.75,3112167.77,0,0
398,PAYMENT,1788.05,C102136463,0.0,0.0,M605151500,0.0,0.0,0,0
185,CASH_IN,226414.45,C115641526,277.0,226691.45,C108482281,1885541.16,1659126.71,0,0
158,CASH_OUT,120270.56,C1805252981,0.0,0.0,C1880637837,1382314.37,1502584.92,0,0
323,CASH_IN,185134.03,C1577249783,53173.0,238307.03,C1380891088,0.0,0.0,0,0
227,CASH_OUT,194704.19,C217033341,0.0,0.0,C1559423775,462193.35,656897.54,0,0
225,CASH_OUT,165909.91,C1910317954,24601.0,0.0,C1031027989,133112.8,299022.7,0,0
351,CASH_IN,130065.41,C593935748,51283.0,181348.41,C696595872,240644.61,110579.2,0,0
403,CASH_IN,83749.34,C322291739,6022870.75,6106620.09,C1452963406,135525.79,51776.44,0,0
163,PAYMENT,32142.84,C1288338724,61443.74,29300.9,M1548915523,0.0,0.0,0,0
403,PAYMENT,7592.25,C693781798,115000.78,107408.53,M1153324297,0.0,0.0,0,0
14,PAYMENT,9862.28,C885354611,8469.58,0.0,M333840673,0.0,0.0,0,0
160,PAYMENT,33963.14,C1776605833,30316.0,0.0,M746366658,0.0,0.0,0,0
41,CASH_IN,104969.61,C1778121487,11215858.46,11320828.07,C504622795,161804.36,56834.76,0,0
231,PAYMENT,27365.18,C1239783727,69832.96,42467.78,M1670745324,0.0,0.0,0,0
323,CASH_OUT,58884.57,C339170815,0.0,0.0,C1225480920,2998043.25,3056927.83,0,0
48,PAYMENT,15127.88,C934780286,0.0,0.0,M1210455145,0.0,0.0,0,0
346,CASH_IN,57792.7,C1320908488,6171283.78,6229076.47,C151809533,172137.0,108046.91,0,0
37,CASH_OUT,464646.4,C1242599721,21208.0,0.0,C279870353,2191506.41,2714150.04,0,0
347,CASH_IN,8491.52,C317382269,10610676.35,10619167.87,C941900941,598502.6,590011.09,0,0
276,TRANSFER,1432651.06,C725647102,54719.0,0.0,C160857451,883339.64,2315990.7,0,0
393,PAYMENT,31185.9,C762912245,103.0,0.0,M1554116029,0.0,0.0,0,0
403,TRANSFER,758597.6,C1420329275,0.0,0.0,C588779235,7983642.25,8742239.85,0,0
260,CASH_IN,201408.75,C885456652,2878768.59,3080177.35,C1154627061,2044529.05,1843120.3,0,0
256,CASH_OUT,130377.33,C2000275491,0.0,0.0,C20201542,2641160.86,2771538.19,0,0
401,PAYMENT,10804.89,C327160965,0.0,0.0,M381239849,0.0,0.0,0,0
256,PAYMENT,16770.2,C1002461090,10018.0,0.0,M1742832236,0.0,0.0,0,0
256,CASH_OUT,29565.96,C2126164064,5551.0,0.0,C896115004,708874.38,738440.35,0,0
310,CASH_OUT,51170.54,C162729204,0.0,0.0,C956656572,80251.14,131421.68,0,0
189,CASH_IN,286494.08,C1328601306,9907962.5,10194456.57,C1232489641,362229.73,75735.65,0,0
550,CASH_OUT,142274.79,C1109958496,21480.0,0.0,C2010045583,362566.46,504841.25,0,0
19,CASH_OUT,129553.82,C1992853410,25428.0,0.0,C1054314230,1455065.77,1611430.81,0,0
10,CASH_IN,530685.37,C134942376,60253.0,590938.37,C1065918606,255896.87,0.0,0,0
186,CASH_OUT,177873.35,C1271659631,81539.0,0.0,C965149607,2181822.18,2359695.54,0,0
163,CASH_IN,96163.83,C1001790241,462987.65,559151.47,C1445707393,671160.75,574996.92,0,0
376,CASH_IN,151754.75,C2023247717,22185.0,173939.75,C1101803157,13424362.84,13272608.09,0,0
226,CASH_OUT,125865.04,C1293606616,0.0,0.0,C489693231,1640245.71,1766110.75,0,0
399,CASH_OUT,231804.96,C82160478,0.0,0.0,C855467659,1956019.01,2187823.97,0,0
399,CASH_OUT,236263.75,C883169310,31678.0,0.0,C1190654564,0.0,236263.75,0,0
399,PAYMENT,22199.13,C890862081,11270.0,0.0,M2006177288,0.0,0.0,0,0
183,CASH_OUT,132076.85,C18864867,0.0,0.0,C1412300211,903020.69,1035097.54,0,0
231,CASH_IN,125954.62,C2044021805,1831380.77,1957335.39,C1112469927,171020.34,45065.72,0,0
36,CASH_IN,88131.46,C366002123,598584.7,686716.16,C53419210,1273192.18,1185060.72,0,0
211,PAYMENT,5479.45,C1703847403,501.0,0.0,M297964100,0.0,0.0,0,0
382,PAYMENT,12309.83,C1640074697,82795.86,70486.02,M1058426994,0.0,0.0,0,0
308,PAYMENT,11886.12,C1198044983,0.0,0.0,M1226452788,0.0,0.0,0,0
212,PAYMENT,1893.71,C1743250560,81.0,0.0,M264576681,0.0,0.0,0,0
208,CASH_OUT,52543.9,C270037698,14671.0,0.0,C1437213279,537934.48,590478.38,0,0
252,TRANSFER,7190.02,C1098219838,0.0,0.0,C1962397821,4012672.34,4019862.36,0,0
164,PAYMENT,6121.62,C2126273755,84119.28,77997.65,M1642394748,0.0,0.0,0,0
186,TRANSFER,838230.41,C247591247,276.0,0.0,C361124242,270283.91,1108514.32,0,0
181,CASH_OUT,168351.88,C425840158,0.0,0.0,C2047376708,6309471.03,6477822.91,0,0
13,TRANSFER,282744.43,C7665358,0.0,0.0,C1633208957,718862.35,680145.43,0,0
261,PAYMENT,8170.01,C1175952749,8382.7,212.69,M2098150479,0.0,0.0,0,0
332,CASH_OUT,473709.58,C863280802,0.0,0.0,C424983523,1341970.48,1815680.07,0,0
9,PAYMENT,3780.19,C604659484,0.0,0.0,M1319874790,0.0,0.0,0,0
39,TRANSFER,1402506.07,C1340112491,2270.0,0.0,C721093344,0.0,1216125.55,0,0
201,PAYMENT,12215.14,C1957619445,32157.0,19941.86,M672792164,0.0,0.0,0,0
229,CASH_OUT,234455.73,C46021138,0.0,0.0,C964150989,256450.86,490906.58,0,0
259,CASH_IN,213206.11,C157619809,22019.0,235225.11,C406279458,8705.93,147792.52,0,0
9,CASH_OUT,74767.77,C2044736742,145021.97,70254.2,C1938348365,1992071.23,2559245.79,0,0
36,CASH_OUT,558122.27,C1951240809,5596.0,0.0,C1734283234,2478048.24,3036170.51,0,0
162,CASH_OUT,50485.88,C660987526,0.0,0.0,C2142219865,465175.85,515661.73,0,0
355,PAYMENT,13090.93,C1361448659,40847.88,27756.95,M924988223,0.0,0.0,0,0
163,CASH_OUT,14572.14,C378844632,0.0,0.0,C1516192719,5062412.37,4558009.38,0,0
346,PAYMENT,20052.33,C611984682,29884.0,9831.67,M773531844,0.0,0.0,0,0
353,PAYMENT,5090.11,C350215997,0.0,0.0,M1227544687,0.0,0.0,0,0
235,CASH_OUT,41549.88,C1693712102,0.0,0.0,C349371736,51386.09,92935.97,0,0
16,CASH_IN,30503.67,C2136242250,4240156.35,4270660.03,C1872196255,5193197.07,5162693.4,0,0
573,PAYMENT,66326.98,C1692108039,0.0,0.0,M1093035028,0.0,0.0,0,0
208,PAYMENT,22430.16,C1019332965,0.0,0.0,M914412746,0.0,0.0,0,0
304,CASH_IN,122978.68,C1021714089,8217400.92,8340379.6,C1234979787,8020824.17,7897845.49,0,0
188,PAYMENT,1858.05,C1822990875,0.0,0.0,M1391643034,0.0,0.0,0,0
302,CASH_OUT,174478.89,C1301626228,15277.0,0.0,C426967026,0.0,174478.89,0,0
138,CASH_OUT,272342.37,C39086976,0.0,0.0,C756475678,4127218.06,4399560.42,0,0
182,PAYMENT,5235.96,C646656511,0.0,0.0,M1939745099,0.0,0.0,0,0
332,CASH_OUT,289130.16,C979268345,10341.0,0.0,C2057051169,167009.85,456140.02,0,0
34,PAYMENT,2562.51,C2144476352,157045.0,154482.49,M861922112,0.0,0.0,0,0
305,PAYMENT,32713.75,C553593500,3901.0,0.0,M2003839354,0.0,0.0,0,0
255,CASH_OUT,118342.48,C1837171103,0.0,0.0,C182653478,773679.79,892022.26,0,0
202,CASH_OUT,271756.09,C792164658,9419.0,0.0,C1263843502,2742832.76,3014588.86,0,0
383,PAYMENT,15488.44,C639048800,0.0,0.0,M1102586729,0.0,0.0,0,0
230,CASH_OUT,201499.74,C1491824123,40264.0,0.0,C2072182703,1788560.62,1990060.35,0,0
250,CASH_OUT,391029.87,C1458421647,52797.0,0.0,C628071466,0.0,391029.87,0,0
214,PAYMENT,3141.14,C1971476562,22055.0,18913.86,M96673343,0.0,0.0,0,0
358,CASH_IN,90828.87,C1383662770,24736.0,115564.87,C2051629940,0.0,0.0,0,0
188,PAYMENT,8820.15,C418003500,1774.0,0.0,M1205737190,0.0,0.0,0,0
381,CASH_IN,59504.97,C2006630353,6726594.51,6786099.48,C1282309626,2295886.97,2236381.99,0,0
162,CASH_OUT,453700.08,C133531856,0.0,0.0,C2019202377,13281933.01,14139761.48,0,0
187,CASH_OUT,324278.71,C892772508,234220.12,0.0,C1698343361,3087680.61,3411959.33,0,0
227,CASH_IN,98912.33,C1664247454,5032.0,103944.33,C862265999,0.0,0.0,0,0
206,CASH_IN,178611.32,C630859845,2416299.17,2594910.49,C37330731,635948.97,457337.65,0,0
321,CASH_IN,86127.69,C657320129,3007426.64,3093554.33,C367591141,365399.33,279271.65,0,0
36,CASH_OUT,682390.83,C1784915636,11411.0,0.0,C763424047,307047.8,989438.62,0,0
325,TRANSFER,806413.8,C191508080,52747.0,0.0,C800521389,116045.92,922459.72,0,0
249,CASH_OUT,84673.61,C932739626,4795.61,0.0,C70223231,136211.93,220885.54,0,0
206,CASH_IN,295714.24,C938913880,21323.0,317037.24,C954380976,0.0,0.0,0,0
260,PAYMENT,5847.27,C298339711,171947.84,166100.57,M5907443,0.0,0.0,0,0
12,CASH_IN,498366.8,C1618675972,332.0,498698.8,C942428133,412541.19,0.0,0,0
249,CASH_IN,494289.32,C1052121213,11735.0,506024.32,C997924081,2029251.29,1534961.97,0,0
397,TRANSFER,2350420.53,C1923228958,21689.0,0.0,C1527204101,1519542.03,3869962.56,0,0
228,CASH_IN,24592.46,C877587282,2218974.81,2243567.27,C146614015,32208.2,7615.75,0,0
308,PAYMENT,11915.99,C569456753,31719.0,19803.01,M943666172,0.0,0.0,0,0
179,PAYMENT,21667.54,C1975848926,229398.18,207730.63,M1571461913,0.0,0.0,0,0
186,CASH_OUT,229111.75,C264566143,28163.0,0.0,C392991200,100019.16,329130.9,0,0
253,CASH_IN,112347.65,C1364107904,1133159.81,1245507.46,C823204260,346087.22,233739.57,0,0
19,TRANSFER,592628.81,C266102597,20617.0,0.0,C2104809432,2896399.23,3489028.04,0,0
43,CASH_OUT,49354.21,C1084970022,0.0,0.0,C1846530780,6124131.27,6173485.48,0,0
186,CASH_IN,160999.52,C355048082,438.0,161437.52,C776404949,5668462.79,5507463.27,0,0
276,CASH_OUT,32722.51,C940916690,11468.0,0.0,C890036710,1275440.17,1308162.68,0,0
332,PAYMENT,14951.01,C1910618374,13237.64,0.0,M429889936,0.0,0.0,0,0
331,CASH_OUT,385540.38,C203617705,11322.0,0.0,C389643630,0.0,385540.38,0,0
44,CASH_OUT,245994.77,C453317643,0.0,0.0,C1725791381,884592.15,1130586.93,0,0
130,CASH_IN,119114.26,C553456734,320282.83,439397.1,C2038601230,24327.66,0.0,0,0
284,CASH_OUT,221983.24,C1314977180,0.0,0.0,C1538756478,3882169.6,4104152.83,0,0
379,CASH_OUT,290637.06,C813986769,1097.0,0.0,C217394162,0.0,290637.06,0,0
331,CASH_OUT,112219.61,C456143618,22598.0,0.0,C1066301625,32969.8,145189.41,0,0
189,CASH_IN,99862.74,C787246363,140604.0,240466.74,C419130630,3193662.89,3093800.15,0,0
371,CASH_IN,327906.21,C729047973,7211845.43,7539751.64,C2037382639,1066837.33,738931.12,0,0
226,CASH_IN,212290.09,C1963445499,21443.0,233733.09,C295403005,0.0,0.0,0,0
138,CASH_IN,53113.22,C2063920465,496566.9,549680.13,C297147465,781742.83,1116645.27,0,0
140,CASH_OUT,31495.84,C1937275541,0.0,0.0,C1838911194,418814.62,450310.45,0,0
614,CASH_OUT,314752.64,C2096334378,0.0,0.0,C67911708,1235056.78,1549809.42,0,0
257,PAYMENT,4188.23,C1835683197,15585.97,11397.74,M734194015,0.0,0.0,0,0
178,PAYMENT,7290.79,C2137538906,59830.84,52540.05,M1953780334,0.0,0.0,0,0
283,CASH_OUT,44526.86,C1729454864,0.0,0.0,C1377329862,15254729.23,15299256.09,0,0
234,CASH_IN,186795.55,C1862736912,498047.0,684842.55,C1878244168,332973.25,146177.7,0,0
400,CASH_IN,73806.85,C1838149406,6953344.96,7027151.81,C472691424,341949.19,268142.34,0,0
257,PAYMENT,6532.93,C258038519,205349.0,198816.07,M916756425,0.0,0.0,0,0
228,CASH_IN,121821.08,C615203660,5082707.86,5204528.95,C1543123935,886761.45,764940.37,0,0
381,PAYMENT,4279.05,C661981502,0.0,0.0,M2002975787,0.0,0.0,0,0
400,CASH_OUT,167381.2,C489765809,0.0,0.0,C1262271543,1065304.78,1232685.97,0,0
334,PAYMENT,4289.11,C1013554666,0.0,0.0,M551527817,0.0,0.0,0,0
520,PAYMENT,10803.08,C272240674,181127.0,170323.92,M1125645017,0.0,0.0,0,0
208,CASH_IN,306913.49,C147411800,1727413.92,2034327.42,C1697350622,3284358.62,2977445.13,0,0
140,CASH_OUT,468.84,C1012030914,0.0,0.0,C1846049505,43973.02,44441.86,0,0
202,CASH_IN,25781.61,C319994466,23138145.53,23163927.14,C1523928001,117059.48,91277.87,0,0
330,CASH_IN,288018.96,C33920979,4419373.47,4707392.43,C29623020,1525612.04,1237593.08,0,0
256,PAYMENT,26875.81,C1506263858,216581.0,189705.19,M1837133651,0.0,0.0,0,0
334,PAYMENT,10455.96,C1571666144,221882.66,211426.7,M1634485073,0.0,0.0,0,0
155,CASH_OUT,147368.79,C782724798,0.0,0.0,C2095965600,3077989.32,3679665.71,0,0
325,PAYMENT,5949.97,C350179730,0.0,0.0,M1129100307,0.0,0.0,0,0
10,CASH_OUT,113788.11,C614327249,0.0,0.0,C1818824163,228190.24,341978.35,0,0
334,PAYMENT,7394.2,C1557338616,0.0,0.0,M76197843,0.0,0.0,0,0
138,PAYMENT,1841.67,C1405362907,6086.0,4244.33,M1745974015,0.0,0.0,0,0
393,CASH_OUT,28953.72,C739681437,0.0,0.0,C1098198938,69814.45,98768.17,0,0
567,CASH_IN,365735.36,C957926705,24948.0,390683.36,C1313927666,2488095.05,2122359.7,0,0
136,CASH_OUT,422900.84,C1993608060,7328.0,0.0,C1553579655,1467700.55,1890601.39,0,0
348,PAYMENT,1901.87,C1247384576,139787.0,137885.13,M1359081921,0.0,0.0,0,0
692,CASH_IN,74369.14,C40149685,51920.0,126289.14,C1170537603,0.0,0.0,0,0
5,CASH_OUT,49804.17,C1025266421,5086.37,0.0,C456172878,175863.93,172958.83,0,0
540,PAYMENT,79152.83,C303896704,0.0,0.0,M2018534882,0.0,0.0,0,0
208,CASH_IN,159235.2,C1041556882,10809738.61,10968973.81,C307875111,165952.69,6717.5,0,0
186,PAYMENT,30733.47,C818033950,10982.0,0.0,M878521566,0.0,0.0,0,0
298,PAYMENT,13020.37,C918110800,0.0,0.0,M1048519402,0.0,0.0,0,0
22,PAYMENT,35321.38,C447131370,0.0,0.0,M132423491,0.0,0.0,0,0
330,CASH_OUT,274892.71,C1107562087,288005.07,13112.36,C1011387422,442988.16,717880.87,0,0
381,PAYMENT,938.95,C525717081,27376.0,26437.05,M1806596080,0.0,0.0,0,0
371,TRANSFER,1869094.77,C1392492437,0.0,0.0,C73544317,2129436.63,3998531.4,0,0
212,TRANSFER,419679.73,C663514098,0.0,0.0,C97731873,838696.75,1258376.49,0,0
299,TRANSFER,2016564.91,C1471730131,39993.0,0.0,C630563821,1140842.88,3157407.78,0,0
469,PAYMENT,16161.66,C1998956883,40206.0,24044.34,M301790050,0.0,0.0,0,0
354,PAYMENT,19962.81,C398054083,0.0,0.0,M1486188079,0.0,0.0,0,0
546,CASH_OUT,311209.39,C975685838,0.0,0.0,C1946857910,1146803.36,1458012.74,0,0
213,PAYMENT,11289.09,C2052700803,139.0,0.0,M1774762009,0.0,0.0,0,0
277,CASH_IN,149229.68,C991848534,6934301.94,7083531.62,C1775806355,211904.05,62674.38,0,0
37,TRANSFER,244551.19,C697525822,0.0,0.0,C828389234,389152.49,633703.69,0,0
326,PAYMENT,43161.25,C885729420,8100.18,0.0,M1786933832,0.0,0.0,0,0
209,PAYMENT,10534.61,C615389868,102512.0,91977.4,M426667936,0.0,0.0,0,0
35,CASH_OUT,133345.79,C697176897,52964.0,0.0,C1084375184,0.0,133345.79,0,0
33,PAYMENT,2324.4,C1720309845,6414.0,4089.6,M626690673,0.0,0.0,0,0
282,CASH_OUT,23872.57,C1961561275,569702.0,545829.43,C1864603465,1493607.61,1517480.18,0,0
183,PAYMENT,17948.56,C1721710938,0.0,0.0,M1466792547,0.0,0.0,0,0
13,CASH_IN,145494.07,C935226074,355023.0,500517.07,C2042062531,0.0,0.0,0,0
249,TRANSFER,164284.84,C1460137012,0.0,0.0,C847140608,5149073.84,5313358.68,0,0
192,CASH_OUT,74855.01,C1628832869,0.0,0.0,C230542175,11581783.34,11656638.35,0,0
306,CASH_OUT,152694.12,C124235301,0.0,0.0,C2016284993,540141.7,692835.82,0,0
323,CASH_IN,192286.75,C1096922504,24160.0,216446.75,C1938475526,24493.29,0.0,0,0
348,PAYMENT,33658.33,C2010032633,0.0,0.0,M1552551032,0.0,0.0,0,0
140,PAYMENT,8243.18,C465648958,114622.0,106378.82,M924145933,0.0,0.0,0,0
284,CASH_OUT,204949.43,C75674070,0.0,0.0,C1679122482,4349370.13,4554319.56,0,0
514,PAYMENT,6363.75,C734046510,0.0,0.0,M1168396226,0.0,0.0,0,0
235,CASH_OUT,140442.98,C1050150469,520987.0,380544.02,C1785887075,0.0,140442.98,0,0
681,TRANSFER,74787.22,C1834047667,0.0,0.0,C1346890041,2081321.3,2156108.52,0,0
373,CASH_OUT,75369.43,C2075692802,855.0,0.0,C1034808465,1248246.11,1323615.53,0,0
44,PAYMENT,683.6,C1179214224,99473.0,98789.4,M1066099300,0.0,0.0,0,0
131,CASH_IN,1558.69,C641542644,2605530.28,2607088.97,C1630508669,101002.79,99444.1,0,0
